n_features,test_r2,delta_r2,max_lag_used
110,0.6936976719412177,-0.01321385632271932,25
111,0.7013223638757884,0.007624691934570715,25
112,0.7020433663788583,0.0007210025030699452,25
113,0.7017926069527435,-0.0002507594261148549,25
114,0.7242933509326897,0.02250074397994617,25
115,0.7262258325069153,0.001932481574225653,25
116,0.7269756454879398,0.0007498129810245002,25
117,0.7348650114332143,0.007889365945274451,25
118,0.7351245516675662,0.0002595402343519293,25
119,0.7350578040204259,-6.674764714031944e-05,25
120,0.7365377628101898,0.0014799587897639244,25
121,0.7693200006102053,0.032782237800015546,25
122,0.7639665774464189,-0.005353423163786397,25
123,0.8088231242313447,0.04485654678492579,25
124,0.8081802857725727,-0.0006428384587719993,25
125,0.7982590837901872,-0.009921201982385552,25
126,0.7975264432143164,-0.0007326405758707466,25
127,0.7977587063521256,0.0002322631378092188,25
128,0.8036368995210981,0.005878193168972423,25
129,0.804377936689993,0.0007410371688949535,25
130,0.8012219361366146,-0.003156000553378391,25
131,0.6279347958092198,-0.17328714032739478,25
132,0.6256293463464282,-0.0023054494627916533,25
133,0.6207770670327362,-0.004852279313692032,25
134,0.52207671923015,-0.09870034780258619,25
135,0.512735516673394,-0.009341202556755968,25
136,0.5156534043143944,0.0029178876410004273,25
137,0.4998641106176007,-0.015789293696793716,25
138,0.5012873986888853,0.0014232880712845564,25
139,0.4874338429059156,-0.013853555782969651,25
140,0.49015918289818494,0.0027253399922693156,25
141,0.49062524204149194,0.00046605914330699605,25
142,0.3244844045933182,-0.16614083744817376,25
143,0.3092966609416429,-0.0151877436516753,25
144,0.3010480321114891,-0.00824862883015376,25
145,0.2899031839099573,-0.011144848201531832,25
146,0.2895913960858064,-0.0003117878241508665,25
147,0.29408387133701297,0.004492475251206551,25
148,0.3020637882726811,0.00797991693566813,25
149,0.27388987523351427,-0.02817391303916683,25
150,0.2794823746689433,0.005592499435429055,25
151,0.25590940780539984,-0.023572966863543487,25
152,0.24269050343269183,-0.013218904372708007,25
153,0.23380587788082696,-0.008884625551864866,25
154,0.2434401838270851,0.009634305946258137,25
155,0.2258757726477295,-0.017564411179355588,25
156,0.21830259809310515,-0.007573174554624362,25
157,0.22376265428737696,0.005460056194271812,25
158,0.22273039043657628,-0.0010322638508006854,25
159,0.3320562561679796,0.10932586573140335,25
160,0.33560767729059715,0.0035514211226175263,25
