N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,mean_n_features,mean_max_lag,n_folds_used,gap_used,trim_val_start_by,y_transform,pc_transform,score
40,0,30.0,-0.7630288106469459,0.8754698328991437,0.2812715699844696,0.9224070807681785,40.0,17.666666666666668,6,0,maxlag,detrend,detrend,0.22695652652219453
20,0,0.3,-0.9489144407358604,1.0543595554516096,0.3022767098364255,1.1119686912934348,20.0,16.333333333333332,6,0,maxlag,detrend,detrend,0.22389862593102117
5,0,10.0,-1.0397173041402927,0.6576899580908764,0.2882697703671752,0.9078338513132751,5.0,14.0,6,0,maxlag,detrend,detrend,0.2237534662864678
10,1,30.0,-0.7485115732489378,0.7862401039365445,0.34016032028119486,0.830602086557704,19.0,17.0,6,0,maxlag,detrend,detrend,0.22158178087158764
30,0,10.0,-1.068907449784444,1.0903337181495936,0.29617698550998806,1.1127405049513586,30.0,17.0,6,0,maxlag,detrend,detrend,0.21725863204403706
5,1,30.0,-1.0047679515788714,0.6275866648992827,0.29151955213872516,0.8935070707606566,10.666666666666666,15.0,6,0,maxlag,detrend,detrend,0.2169745016711848
20,0,0.1,-0.9728035304118188,1.0545778238008212,0.29836941981943393,1.1241490252398365,20.0,16.333333333333332,6,0,maxlag,detrend,detrend,0.2114651021515484
20,0,0.03,-0.9835512908929812,1.053645024591692,0.29661162492303883,1.1295661250842783,20.0,16.333333333333332,6,0,maxlag,detrend,detrend,0.205915337364044
40,0,10.0,-0.907342153573521,0.9830540063160137,0.27363137543935195,1.0986795701551608,40.0,17.666666666666668,6,0,maxlag,detrend,detrend,0.2045556763307394
20,0,0.01,-0.9869813466691933,1.0531669189486657,0.29604252815351106,1.131281937706795,20.0,16.333333333333332,6,0,maxlag,detrend,detrend,0.20414517175875452
20,0,0.003,-0.9882278105911619,1.0529691609733505,0.2958342886421823,1.1319034790365619,20.0,16.333333333333332,6,0,maxlag,detrend,detrend,0.20350185331658902
20,0,0.001,-0.9885886159747402,1.0529094511237478,0.29577385301472453,1.1320831795789192,20.0,16.333333333333332,6,0,maxlag,detrend,detrend,0.20331562730948105
20,0,0.0003,-0.9887153997996337,1.0528882039230458,0.2957525990620144,1.1321463014535953,20.0,16.333333333333332,6,0,maxlag,detrend,detrend,0.20325018804449768
20,0,0.0001,-0.98875167188385,1.052882099728194,0.29574651675307023,1.1321643579910763,20.0,16.333333333333332,6,0,maxlag,detrend,detrend,0.20323146615931684
20,2,0.3,-1.0022979690826481,1.0698087227820527,0.4004340563803484,1.2830777704248744,41.0,18.333333333333332,6,0,maxlag,detrend,detrend,0.20227961708293635
5,0,30.0,-1.0609445440436793,0.6042039574230155,0.28259120983304636,0.8819095594038503,5.0,14.0,6,0,maxlag,detrend,detrend,0.19992790141574157
40,2,1.0,-1.084157734495247,1.0693041068888345,0.3133912771968484,1.1642962141646944,72.66666666666667,19.666666666666668,6,0,maxlag,detrend,detrend,0.1983839272815623
40,1,1.0,-0.9513728307549604,0.9140484842478582,0.3648021048321435,1.2438940499000035,57.0,18.666666666666668,6,0,maxlag,detrend,detrend,0.19407626990214102
10,0,30.0,-0.7529862614543589,0.6183230418682404,0.33635024548021547,0.7865566922971414,10.0,16.0,6,0,maxlag,detrend,detrend,0.18693993008821447
15,1,1.0,-1.1307031215370602,1.0612651468931373,0.37739138858918303,1.2788977483433237,25.0,17.333333333333332,6,0,maxlag,detrend,detrend,0.18216296474885646
