var,lon,mode0,lag,corr,abs_corr
so,W30p0,4,10,0.21514154292049306,0.21514154292049306
so,W20p0,0,8,0.2148662419744617,0.2148662419744617
thetao,W10p0,2,3,0.21481974803349807,0.21481974803349807
so,W30p0,6,7,-0.21466974517876838,0.21466974517876838
thetao,W20p0,8,13,-0.21447432643023842,0.21447432643023842
thetao,W20p0,5,17,0.2142024402027801,0.2142024402027801
thetao,W40p0,6,25,0.21412384091799308,0.21412384091799308
so,W30p0,0,25,-0.21396394055147494,0.21396394055147494
so,W30p0,9,25,-0.21396364295427175,0.21396364295427175
thetao,W10p0,3,23,0.21381191464919147,0.21381191464919147
so,W20p0,2,16,0.21378098220008795,0.21378098220008795
thetao,W60p0,7,22,-0.21366351986303056,0.21366351986303056
so,W20p0,2,15,0.213652830370864,0.213652830370864
so,W20p0,1,15,0.21348123689103485,0.21348123689103485
so,W60p0,4,10,0.21318670567207318,0.21318670567207318
thetao,W20p0,4,14,0.2131799963011969,0.2131799963011969
so,W30p0,3,10,-0.21311683853724678,0.21311683853724678
thetao,W60p0,6,4,0.21302133194245168,0.21302133194245168
thetao,W40p0,5,8,0.21301453565233927,0.21301453565233927
so,W60p0,2,12,-0.21284851522640788,0.21284851522640788
thetao,W20p0,5,7,-0.2128054631675941,0.2128054631675941
thetao,W40p0,6,8,0.2127591940402875,0.2127591940402875
so,W20p0,2,14,0.2121933894963675,0.2121933894963675
so,W40p0,9,23,-0.21203976792080553,0.21203976792080553
thetao,W30p0,8,19,-0.21188553207174887,0.21188553207174887
thetao,W10p0,2,5,0.21165819333706745,0.21165819333706745
thetao,W30p0,0,11,-0.21145249476860586,0.21145249476860586
thetao,W20p0,4,11,0.2112929271854751,0.2112929271854751
so,W10p0,1,15,0.21125842669848663,0.21125842669848663
thetao,W30p0,3,9,0.21115961053631252,0.21115961053631252
thetao,W20p0,3,18,0.21081741684379138,0.21081741684379138
thetao,W40p0,7,19,-0.21063100822231864,0.21063100822231864
thetao,W40p0,6,1,-0.21027685680419214,0.21027685680419214
thetao,W60p0,5,3,0.21018315542622745,0.21018315542622745
thetao,W60p0,6,23,0.21000515375386022,0.21000515375386022
so,W30p0,4,12,0.20987922931332315,0.20987922931332315
thetao,W30p0,9,6,-0.20958451366668027,0.20958451366668027
so,W60p0,2,17,0.20950861369308715,0.20950861369308715
thetao,W20p0,4,13,0.20936413004001214,0.20936413004001214
thetao,W30p0,8,5,-0.20915141519990113,0.20915141519990113
so,W60p0,6,25,-0.20904321122173994,0.20904321122173994
so,W20p0,2,25,0.20897894963992403,0.20897894963992403
so,W60p0,9,10,0.20877530799171937,0.20877530799171937
so,W40p0,8,16,0.20823798390611498,0.20823798390611498
so,W40p0,5,6,-0.2075447107220311,0.2075447107220311
so,W30p0,1,3,-0.20713997534318232,0.20713997534318232
thetao,W30p0,0,12,-0.20697734886893446,0.20697734886893446
so,W40p0,3,18,-0.20684691634679422,0.20684691634679422
so,W30p0,7,9,0.20654288307504043,0.20654288307504043
so,W10p0,0,12,-0.20606281867790202,0.20606281867790202
thetao,W10p0,2,6,0.2059115061571309,0.2059115061571309
thetao,W40p0,3,15,0.20577660603539688,0.20577660603539688
so,W40p0,0,15,-0.20570580498207733,0.20570580498207733
thetao,W30p0,1,3,0.2056691305266057,0.2056691305266057
thetao,W30p0,6,24,-0.20522510795215576,0.20522510795215576
so,W10p0,5,12,-0.20510676979097925,0.20510676979097925
so,W60p0,2,18,0.20503773072187723,0.20503773072187723
so,W30p0,3,2,0.2049434479658898,0.2049434479658898
thetao,W30p0,6,20,-0.20462680533747166,0.20462680533747166
thetao,W40p0,3,14,0.20459177121618116,0.20459177121618116
thetao,W40p0,9,21,0.2045738095839294,0.2045738095839294
so,W40p0,9,19,-0.20438992005683676,0.20438992005683676
thetao,W40p0,4,16,0.2042858114611066,0.2042858114611066
thetao,W60p0,7,1,-0.20425261959360044,0.20425261959360044
thetao,W60p0,3,2,-0.2041259846352568,0.2041259846352568
so,W30p0,5,5,0.20390772343321487,0.20390772343321487
thetao,W60p0,7,7,-0.2036609319019503,0.2036609319019503
thetao,W40p0,6,13,0.20365902789649812,0.20365902789649812
so,W60p0,2,9,-0.2033958243871136,0.2033958243871136
thetao,W60p0,9,11,-0.20333725855452864,0.20333725855452864
thetao,W40p0,8,13,-0.20278510310471645,0.20278510310471645
thetao,W40p0,7,15,-0.20272253187144607,0.20272253187144607
thetao,W40p0,5,12,0.20230539374607512,0.20230539374607512
thetao,W60p0,9,14,-0.20226493451400676,0.20226493451400676
so,W10p0,4,2,0.202010743400717,0.202010743400717
thetao,W30p0,6,0,0.20183402168796452,0.20183402168796452
so,W40p0,1,11,0.20175957713392603,0.20175957713392603
thetao,W40p0,8,23,0.2012928355981612,0.2012928355981612
thetao,W20p0,0,10,0.2012773862408732,0.2012773862408732
so,W60p0,1,23,-0.20091606588156438,0.20091606588156438
thetao,W30p0,8,24,-0.2008834951435766,0.2008834951435766
so,W30p0,0,10,0.20081475182796057,0.20081475182796057
thetao,W40p0,3,2,-0.2006307494804377,0.2006307494804377
thetao,W20p0,8,11,-0.20057591423370197,0.20057591423370197
so,W10p0,6,0,-0.20029917047495094,0.20029917047495094
so,W40p0,7,19,-0.1998467249752948,0.1998467249752948
thetao,W20p0,7,2,0.199667517909564,0.199667517909564
so,W20p0,9,14,-0.1995449686554311,0.1995449686554311
thetao,W40p0,4,12,0.19939691396213755,0.19939691396213755
thetao,W20p0,4,10,0.1987197029770221,0.1987197029770221
thetao,W40p0,7,24,-0.19853704766000457,0.19853704766000457
thetao,W10p0,3,22,0.19808624011513,0.19808624011513
so,W10p0,7,3,-0.19772495298947917,0.19772495298947917
thetao,W60p0,4,20,-0.1970578624774668,0.1970578624774668
thetao,W30p0,5,25,0.19692405594369622,0.19692405594369622
thetao,W30p0,2,0,-0.19686959813778263,0.19686959813778263
thetao,W60p0,5,12,0.1967017586526022,0.1967017586526022
thetao,W30p0,9,8,-0.1967015758836933,0.1967015758836933
so,W30p0,1,12,-0.1964395246158543,0.1964395246158543
thetao,W10p0,4,16,0.1964066091664208,0.1964066091664208
thetao,W10p0,4,14,0.1962232198377756,0.1962232198377756
so,W40p0,4,17,0.19579868398839684,0.19579868398839684
thetao,W10p0,0,25,-0.1957364043925629,0.1957364043925629
so,W10p0,0,4,-0.19552115984330665,0.19552115984330665
so,W40p0,5,3,-0.1953647711038384,0.1953647711038384
thetao,W20p0,2,22,-0.1953523248700648,0.1953523248700648
so,W10p0,6,22,0.19504551864541203,0.19504551864541203
so,W60p0,9,7,0.194887113907918,0.194887113907918
so,W40p0,9,22,-0.19480988808791028,0.19480988808791028
thetao,W60p0,5,8,0.19480061278944588,0.19480061278944588
thetao,W10p0,8,5,-0.19478146159871215,0.19478146159871215
thetao,W60p0,8,22,-0.1944782155762858,0.1944782155762858
thetao,W10p0,2,19,0.1943985411651297,0.1943985411651297
so,W10p0,9,14,-0.19400497198575434,0.19400497198575434
so,W10p0,7,6,-0.1939872582961969,0.1939872582961969
thetao,W40p0,6,7,0.19378975620903763,0.19378975620903763
thetao,W10p0,1,8,-0.19338236381358295,0.19338236381358295
so,W10p0,4,9,0.1933521318711132,0.1933521318711132
thetao,W40p0,3,16,0.1932543195420096,0.1932543195420096
thetao,W40p0,2,2,-0.19269228694745993,0.19269228694745993
thetao,W60p0,0,3,0.19265821087565513,0.19265821087565513
so,W20p0,0,25,-0.19261401233348147,0.19261401233348147
so,W60p0,6,24,-0.1922890240992517,0.1922890240992517
so,W20p0,9,15,-0.19209791476211563,0.19209791476211563
thetao,W30p0,2,23,0.1920450014498332,0.1920450014498332
thetao,W40p0,5,3,0.19198602833942344,0.19198602833942344
thetao,W30p0,6,1,0.1919830421941529,0.1919830421941529
thetao,W60p0,7,25,-0.1916021446450674,0.1916021446450674
so,W20p0,6,16,0.19152701869157202,0.19152701869157202
thetao,W30p0,5,1,0.1915084565044203,0.1915084565044203
thetao,W60p0,8,25,-0.19147642741760507,0.19147642741760507
so,W60p0,6,23,-0.1913771444494552,0.1913771444494552
so,W20p0,1,10,0.1912804333950125,0.1912804333950125
so,W10p0,1,12,0.19125056565102774,0.19125056565102774
so,W30p0,5,19,-0.19108726547031463,0.19108726547031463
thetao,W60p0,3,8,-0.19085155537590653,0.19085155537590653
so,W30p0,6,1,0.19064014616150632,0.19064014616150632
so,W10p0,2,8,-0.19048432679473543,0.19048432679473543
thetao,W40p0,4,19,0.19036852502829774,0.19036852502829774
thetao,W10p0,9,12,-0.19030700916251914,0.19030700916251914
so,W30p0,2,2,0.1902375626543489,0.1902375626543489
thetao,W30p0,3,11,0.19015659353130226,0.19015659353130226
thetao,W40p0,8,10,-0.1899930328730508,0.1899930328730508
so,W10p0,0,0,-0.18976119304472525,0.18976119304472525
so,W40p0,7,14,-0.1892396966444239,0.1892396966444239
so,W20p0,6,14,0.1886307179418687,0.1886307179418687
thetao,W10p0,4,15,0.18856993425542298,0.18856993425542298
so,W10p0,7,14,-0.1883412467472394,0.1883412467472394
thetao,W60p0,1,1,-0.18801000385512956,0.18801000385512956
thetao,W40p0,7,14,-0.18785588715634846,0.18785588715634846
so,W60p0,5,6,0.18781481083301918,0.18781481083301918
so,W10p0,4,11,0.18759328816436355,0.18759328816436355
thetao,W30p0,4,14,-0.18748069850733765,0.18748069850733765
so,W40p0,2,3,-0.18743879592942955,0.18743879592942955
thetao,W40p0,2,1,-0.18737182385137086,0.18737182385137086
so,W60p0,2,13,-0.18727187717682994,0.18727187717682994
thetao,W10p0,5,18,0.18712906998459733,0.18712906998459733
so,W40p0,4,19,0.18706295247670304,0.18706295247670304
thetao,W60p0,9,3,-0.18694663652798865,0.18694663652798865
so,W30p0,8,23,0.18687722402841406,0.18687722402841406
thetao,W30p0,7,13,0.1868341334606563,0.1868341334606563
thetao,W20p0,4,22,0.18651107214898002,0.18651107214898002
so,W40p0,2,9,-0.18629932884453496,0.18629932884453496
so,W20p0,6,15,0.18627874681677484,0.18627874681677484
so,W20p0,6,24,-0.18593840901515798,0.18593840901515798
thetao,W40p0,7,17,-0.18589685365633823,0.18589685365633823
thetao,W20p0,8,23,0.1852069620023603,0.1852069620023603
so,W60p0,3,3,-0.18500369766585675,0.18500369766585675
so,W10p0,8,3,0.18498977598202612,0.18498977598202612
so,W30p0,3,19,0.18472808123058715,0.18472808123058715
thetao,W20p0,9,18,0.18466175112737762,0.18466175112737762
thetao,W10p0,4,12,0.18457539642826457,0.18457539642826457
thetao,W10p0,2,2,0.18453282359930956,0.18453282359930956
so,W60p0,8,24,0.1844532198214015,0.1844532198214015
thetao,W30p0,7,25,-0.18445253498165023,0.18445253498165023
thetao,W10p0,9,24,-0.18436690536839792,0.18436690536839792
so,W20p0,9,8,-0.18433584426409638,0.18433584426409638
thetao,W40p0,5,15,0.18430547395444097,0.18430547395444097
so,W10p0,0,14,-0.1842808327912159,0.1842808327912159
thetao,W30p0,4,12,-0.18413784071952738,0.18413784071952738
thetao,W40p0,9,5,0.18406748492418185,0.18406748492418185
so,W20p0,9,1,-0.1840174548838786,0.1840174548838786
thetao,W40p0,4,15,0.18390215165750576,0.18390215165750576
thetao,W30p0,4,15,-0.1838698859287351,0.1838698859287351
thetao,W60p0,3,19,-0.18383439335784973,0.18383439335784973
thetao,W40p0,2,12,-0.18372100098484193,0.18372100098484193
so,W60p0,1,20,-0.18350568025001077,0.18350568025001077
thetao,W40p0,9,4,0.18349510116234663,0.18349510116234663
thetao,W10p0,9,2,0.18349461444584952,0.18349461444584952
thetao,W20p0,3,16,0.18346771906905535,0.18346771906905535
thetao,W10p0,5,14,0.18341717553751857,0.18341717553751857
thetao,W10p0,4,13,0.18336815750504326,0.18336815750504326
thetao,W30p0,4,13,-0.18331480017123009,0.18331480017123009
so,W60p0,0,22,-0.1826299672795878,0.1826299672795878
thetao,W40p0,2,7,-0.18258364847395495,0.18258364847395495
so,W10p0,0,13,-0.18253162726406744,0.18253162726406744
so,W20p0,2,19,0.1825175627842325,0.1825175627842325
so,W40p0,1,25,-0.182044611206468,0.182044611206468
so,W20p0,8,0,-0.18172532383058057,0.18172532383058057
so,W40p0,0,14,-0.1816849268147501,0.1816849268147501
thetao,W60p0,8,24,-0.18162557561655593,0.18162557561655593
thetao,W40p0,5,11,0.18101330659430298,0.18101330659430298
thetao,W60p0,9,0,-0.18056932589389713,0.18056932589389713
thetao,W10p0,5,6,-0.1805177443673167,0.1805177443673167
so,W60p0,0,21,-0.18042149652436149,0.18042149652436149
so,W20p0,6,18,0.18008531070321815,0.18008531070321815
so,W30p0,2,10,0.17998630139900998,0.17998630139900998
thetao,W20p0,4,9,0.17985414624742896,0.17985414624742896
so,W60p0,5,9,0.17976867256643853,0.17976867256643853
so,W10p0,9,13,-0.17944866692411646,0.17944866692411646
thetao,W60p0,9,4,-0.17933535627704053,0.17933535627704053
so,W10p0,1,9,0.17907445279832535,0.17907445279832535
thetao,W40p0,0,17,-0.17906173853228155,0.17906173853228155
so,W40p0,0,16,-0.1788135893562304,0.1788135893562304
thetao,W30p0,7,5,-0.17880763739735123,0.17880763739735123
so,W20p0,6,5,-0.17873065786634,0.17873065786634
thetao,W10p0,8,6,-0.17871688264309873,0.17871688264309873
so,W30p0,2,13,-0.17862362358717143,0.17862362358717143
thetao,W20p0,8,5,-0.1784458297847488,0.1784458297847488
thetao,W30p0,4,11,-0.17781207084386833,0.17781207084386833
so,W20p0,5,4,-0.17772409975879572,0.17772409975879572
thetao,W60p0,3,18,-0.17696603256688562,0.17696603256688562
so,W60p0,7,11,-0.17696342785699817,0.17696342785699817
thetao,W60p0,3,1,-0.1768009712405178,0.1768009712405178
so,W40p0,9,3,-0.17663456783415707,0.17663456783415707
thetao,W20p0,6,0,-0.17644970578180863,0.17644970578180863
so,W20p0,8,23,0.17642643509601053,0.17642643509601053
thetao,W60p0,9,15,-0.17640216734725123,0.17640216734725123
so,W20p0,2,1,0.17639220579058273,0.17639220579058273
thetao,W30p0,9,24,0.17617484226522498,0.17617484226522498
so,W40p0,0,17,-0.17571059152143698,0.17571059152143698
thetao,W60p0,5,13,0.17558266290632374,0.17558266290632374
thetao,W30p0,0,6,-0.17543368216154898,0.17543368216154898
thetao,W60p0,3,4,-0.1753240123046622,0.1753240123046622
thetao,W20p0,6,7,-0.17512509802895138,0.17512509802895138
so,W30p0,0,12,0.174844141368762,0.174844141368762
so,W10p0,9,19,-0.1748074019925959,0.1748074019925959
thetao,W40p0,6,16,0.1748032170124519,0.1748032170124519
so,W20p0,3,2,0.17474529557808915,0.17474529557808915
so,W40p0,1,12,0.17474167896187925,0.17474167896187925
thetao,W30p0,0,5,-0.17468346070129903,0.17468346070129903
thetao,W60p0,0,5,0.17458619779133638,0.17458619779133638
so,W60p0,5,19,-0.17420319730589107,0.17420319730589107
so,W10p0,4,24,0.17418391753072834,0.17418391753072834
thetao,W30p0,8,3,-0.1740942939250648,0.1740942939250648
so,W30p0,2,9,0.17409281454759346,0.17409281454759346
thetao,W40p0,8,4,0.17360562617381306,0.17360562617381306
thetao,W20p0,9,6,-0.17337685930415986,0.17337685930415986
so,W10p0,8,4,0.17328594305031525,0.17328594305031525
thetao,W60p0,0,4,0.1731536217970912,0.1731536217970912
so,W10p0,8,12,0.1730581898301381,0.1730581898301381
thetao,W10p0,9,25,-0.17296862496829934,0.17296862496829934
so,W10p0,0,3,-0.17291258057095027,0.17291258057095027
thetao,W10p0,6,11,-0.17285500524033373,0.17285500524033373
thetao,W20p0,2,21,-0.17264211560901377,0.17264211560901377
thetao,W10p0,8,17,0.17251619098953724,0.17251619098953724
so,W60p0,1,2,0.17216705803772417,0.17216705803772417
thetao,W20p0,6,9,-0.1721357022900817,0.1721357022900817
thetao,W30p0,3,24,0.17207762287363343,0.17207762287363343
so,W30p0,0,24,-0.17130578112385803,0.17130578112385803
so,W40p0,4,8,-0.17109692551617087,0.17109692551617087
thetao,W30p0,0,13,-0.17093431202011858,0.17093431202011858
thetao,W10p0,9,23,-0.1708744057318123,0.1708744057318123
thetao,W40p0,7,20,-0.17086299076381523,0.17086299076381523
so,W30p0,8,16,0.17085502446316175,0.17085502446316175
so,W20p0,6,11,0.17080087682315975,0.17080087682315975
thetao,W60p0,7,12,-0.17036144388147864,0.17036144388147864
thetao,W30p0,3,8,0.1701643751780436,0.1701643751780436
thetao,W40p0,4,25,0.16993135099088216,0.16993135099088216
so,W30p0,5,9,-0.16992483169465802,0.16992483169465802
thetao,W10p0,7,25,0.16984997091798926,0.16984997091798926
so,W10p0,1,16,0.1696792245725197,0.1696792245725197
thetao,W20p0,5,19,0.1694730437293546,0.1694730437293546
so,W30p0,3,20,0.16930287526541993,0.16930287526541993
so,W10p0,6,18,-0.1692756560059743,0.1692756560059743
thetao,W40p0,8,14,-0.16923320522827862,0.16923320522827862
so,W60p0,2,24,-0.16907185685123105,0.16907185685123105
thetao,W30p0,8,25,-0.169052704188476,0.169052704188476
thetao,W30p0,4,23,0.16892934494664025,0.16892934494664025
so,W30p0,8,22,0.16892096962491038,0.16892096962491038
thetao,W60p0,0,6,0.16891827792649355,0.16891827792649355
thetao,W20p0,3,3,0.16888703184451825,0.16888703184451825
so,W10p0,7,15,-0.16875674188278775,0.16875674188278775
so,W40p0,2,4,-0.16862427344112652,0.16862427344112652
so,W20p0,8,11,0.16851244066033194,0.16851244066033194
so,W10p0,9,21,-0.16808161488731263,0.16808161488731263
thetao,W60p0,6,15,-0.16804556159317643,0.16804556159317643
so,W60p0,6,1,-0.16803392327687655,0.16803392327687655
so,W20p0,8,1,-0.16793689529682693,0.16793689529682693
so,W20p0,4,5,0.16789513130765252,0.16789513130765252
thetao,W60p0,2,14,0.16784691271970795,0.16784691271970795
so,W20p0,9,2,-0.1677526479814491,0.1677526479814491
thetao,W60p0,5,11,0.16764351950844392,0.16764351950844392
so,W30p0,3,11,-0.16741129304279323,0.16741129304279323
thetao,W40p0,7,16,-0.16729048075620534,0.16729048075620534
so,W60p0,9,23,0.16722168421728065,0.16722168421728065
thetao,W10p0,2,20,0.16716579682445176,0.16716579682445176
thetao,W10p0,7,23,0.16708949572672113,0.16708949572672113
so,W30p0,8,19,0.1663295037051412,0.1663295037051412
so,W30p0,1,11,-0.1661863008429544,0.1661863008429544
so,W10p0,8,25,0.16593808982462557,0.16593808982462557
so,W30p0,1,14,-0.1658681793960853,0.1658681793960853
so,W40p0,4,2,0.16577887387074763,0.16577887387074763
so,W10p0,1,10,0.16577627594671873,0.16577627594671873
thetao,W60p0,4,6,0.16566160711252176,0.16566160711252176
so,W30p0,8,21,0.16547270191751864,0.16547270191751864
thetao,W60p0,9,13,-0.1654065891583818,0.1654065891583818
thetao,W10p0,5,7,-0.16510400089497249,0.16510400089497249
thetao,W10p0,7,5,-0.16488474261397582,0.16488474261397582
thetao,W30p0,5,9,-0.16486814372386469,0.16486814372386469
so,W30p0,2,1,0.16484907154319264,0.16484907154319264
thetao,W30p0,7,0,-0.16484125586869414,0.16484125586869414
thetao,W30p0,4,4,0.16465507414576683,0.16465507414576683
thetao,W40p0,6,17,0.16451827048797,0.16451827048797
so,W10p0,0,11,-0.1644093283075241,0.1644093283075241
thetao,W20p0,1,6,-0.1643684253117572,0.1643684253117572
thetao,W10p0,1,3,-0.16413258585087487,0.16413258585087487
so,W40p0,9,5,-0.16412541027096036,0.16412541027096036
so,W40p0,3,0,0.16408559986343765,0.16408559986343765
so,W10p0,1,25,-0.1640754097691714,0.1640754097691714
thetao,W10p0,7,21,0.1639126594517016,0.1639126594517016
thetao,W10p0,5,19,0.16388302991481013,0.16388302991481013
thetao,W10p0,6,17,-0.1638391379894096,0.1638391379894096
so,W40p0,5,25,0.1637853096619025,0.1637853096619025
thetao,W10p0,8,8,-0.16359653279814693,0.16359653279814693
so,W20p0,6,23,-0.16339088658410858,0.16339088658410858
so,W10p0,7,1,-0.16335689016837582,0.16335689016837582
so,W10p0,0,25,0.16313407847538253,0.16313407847538253
so,W60p0,9,9,0.16302529462452237,0.16302529462452237
so,W20p0,9,9,-0.16291172578818403,0.16291172578818403
thetao,W60p0,5,23,0.16274127484832449,0.16274127484832449
so,W40p0,4,10,-0.16258213712836575,0.16258213712836575
so,W40p0,7,9,0.16250695613471633,0.16250695613471633
so,W60p0,0,20,-0.16235734124753146,0.16235734124753146
thetao,W40p0,8,22,0.16230170777918543,0.16230170777918543
thetao,W40p0,7,25,-0.16217691737056406,0.16217691737056406
so,W10p0,0,18,0.16208185336527198,0.16208185336527198
thetao,W40p0,8,3,0.16199326160284375,0.16199326160284375
thetao,W30p0,0,10,-0.16136207380909356,0.16136207380909356
thetao,W60p0,6,14,-0.16110764433538294,0.16110764433538294
so,W60p0,5,17,-0.1610879643025781,0.1610879643025781
thetao,W60p0,9,22,0.16099761383297484,0.16099761383297484
so,W30p0,8,20,0.16093507388742131,0.16093507388742131
so,W60p0,9,15,-0.16070449710553628,0.16070449710553628
so,W60p0,2,7,-0.16064251192360238,0.16064251192360238
thetao,W40p0,6,24,0.16059033726391334,0.16059033726391334
thetao,W20p0,6,5,-0.1604745412206052,0.1604745412206052
so,W20p0,9,0,-0.16039196970338057,0.16039196970338057
so,W40p0,4,0,0.16029819334183532,0.16029819334183532
thetao,W40p0,0,16,-0.1601329012428985,0.1601329012428985
thetao,W10p0,9,13,-0.16005825800418477,0.16005825800418477
thetao,W20p0,6,6,-0.1599729345341651,0.1599729345341651
thetao,W60p0,7,0,0.15991311000698066,0.15991311000698066
thetao,W10p0,9,19,-0.15946302697947926,0.15946302697947926
so,W20p0,2,2,0.1592740055494977,0.1592740055494977
thetao,W40p0,6,14,0.15925188548505048,0.15925188548505048
thetao,W30p0,3,25,0.15868176240981344,0.15868176240981344
so,W10p0,2,1,0.1586573749593391,0.1586573749593391
thetao,W30p0,8,23,-0.15860841222866315,0.15860841222866315
thetao,W40p0,2,11,-0.1585060999306753,0.1585060999306753
thetao,W60p0,4,21,-0.15803576871885391,0.15803576871885391
thetao,W20p0,6,13,0.15797736901626547,0.15797736901626547
so,W40p0,5,0,-0.15792974287314565,0.15792974287314565
thetao,W40p0,7,13,-0.1578993534615241,0.1578993534615241
so,W60p0,1,19,-0.15781565678097773,0.15781565678097773
so,W60p0,1,21,-0.15760711073129197,0.15760711073129197
so,W40p0,4,20,0.1575452392589973,0.1575452392589973
thetao,W10p0,1,1,-0.1572990437701706,0.1572990437701706
thetao,W60p0,2,6,0.1571008579607259,0.1571008579607259
thetao,W60p0,6,13,-0.15705540157914635,0.15705540157914635
so,W10p0,9,22,-0.15684144666402142,0.15684144666402142
thetao,W20p0,7,9,-0.15657250394726133,0.15657250394726133
thetao,W30p0,3,7,0.1565470908647633,0.1565470908647633
thetao,W10p0,3,6,0.15647607339143238,0.15647607339143238
so,W60p0,7,13,-0.1563057207201768,0.1563057207201768
so,W60p0,3,12,-0.15621469762741177,0.15621469762741177
thetao,W40p0,6,15,0.15618384920219225,0.15618384920219225
so,W20p0,6,13,0.15607471188230934,0.15607471188230934
thetao,W40p0,1,3,0.15593599678409495,0.15593599678409495
so,W60p0,0,14,0.15579353982240893,0.15579353982240893
thetao,W30p0,5,2,0.1555957431294671,0.1555957431294671
so,W30p0,7,2,-0.15550730815390518,0.15550730815390518
so,W30p0,1,15,-0.15512724972664355,0.15512724972664355
thetao,W30p0,5,5,0.15484829842072753,0.15484829842072753
so,W40p0,3,16,-0.15464349358692275,0.15464349358692275
so,W60p0,9,24,0.15454653203610105,0.15454653203610105
so,W20p0,4,9,0.15437066960743606,0.15437066960743606
thetao,W10p0,6,10,-0.15418474336107452,0.15418474336107452
thetao,W20p0,4,8,0.15411661893122988,0.15411661893122988
so,W10p0,0,8,-0.15402055737010859,0.15402055737010859
thetao,W30p0,3,12,0.15400409632797463,0.15400409632797463
thetao,W30p0,1,13,0.15397291963600176,0.15397291963600176
thetao,W60p0,5,7,0.1538517847558862,0.1538517847558862
thetao,W30p0,8,22,-0.15381552435669,0.15381552435669
thetao,W20p0,8,8,-0.15359595811084023,0.15359595811084023
so,W30p0,6,18,0.1535771915358868,0.1535771915358868
thetao,W10p0,6,16,-0.15344573451653032,0.15344573451653032
thetao,W60p0,2,18,-0.15343001791795718,0.15343001791795718
thetao,W10p0,1,10,-0.15328630345441493,0.15328630345441493
thetao,W20p0,3,19,0.15273076083705434,0.15273076083705434
thetao,W40p0,9,24,0.15267781016991328,0.15267781016991328
thetao,W40p0,2,9,-0.15266142339635616,0.15266142339635616
thetao,W10p0,9,8,-0.15247324897143177,0.15247324897143177
thetao,W20p0,6,2,-0.15237900175418173,0.15237900175418173
thetao,W20p0,2,20,-0.15217656475153063,0.15217656475153063
so,W60p0,5,25,-0.15216442336475544,0.15216442336475544
thetao,W40p0,2,10,-0.15208355100249626,0.15208355100249626
so,W40p0,1,14,0.1516072592693053,0.1516072592693053
thetao,W30p0,9,25,0.1515111147385755,0.1515111147385755
thetao,W30p0,1,2,0.1513624615278091,0.1513624615278091
thetao,W60p0,2,17,-0.15115290981128182,0.15115290981128182
thetao,W30p0,5,18,0.15099232002796115,0.15099232002796115
thetao,W40p0,7,23,-0.1508006802669146,0.1508006802669146
so,W40p0,2,21,0.15066822597525864,0.15066822597525864
so,W30p0,0,11,0.15064207744974006,0.15064207744974006
thetao,W30p0,1,25,-0.15056693134982654,0.15056693134982654
so,W20p0,0,9,0.1504112723420869,0.1504112723420869
so,W10p0,0,19,0.1503564419818324,0.1503564419818324
so,W60p0,6,18,-0.1503319941736521,0.1503319941736521
so,W30p0,3,3,0.1502209078561743,0.1502209078561743
thetao,W20p0,2,19,-0.15002503967549913,0.15002503967549913
thetao,W20p0,8,15,-0.14978557267370704,0.14978557267370704
thetao,W10p0,1,9,-0.14972786861545828,0.14972786861545828
thetao,W10p0,0,24,-0.14972689998898603,0.14972689998898603
so,W60p0,6,14,0.1496232961929619,0.1496232961929619
so,W60p0,6,21,-0.14960844880161203,0.14960844880161203
thetao,W40p0,0,15,-0.14957332301797202,0.14957332301797202
so,W20p0,8,8,0.14957158136617418,0.14957158136617418
so,W60p0,4,9,0.14954031335642923,0.14954031335642923
thetao,W20p0,5,22,0.14945760855303244,0.14945760855303244
so,W60p0,7,12,-0.14943256229676857,0.14943256229676857
thetao,W40p0,9,8,0.14936003980608198,0.14936003980608198
so,W30p0,9,13,0.1493447361703535,0.1493447361703535
thetao,W40p0,9,22,0.14913580576037974,0.14913580576037974
thetao,W20p0,3,7,-0.14896033870277017,0.14896033870277017
so,W10p0,0,5,-0.14895454094639282,0.14895454094639282
so,W60p0,6,3,0.1486953905218006,0.1486953905218006
thetao,W30p0,6,4,0.1485264558552367,0.1485264558552367
so,W40p0,8,3,0.14843480856488434,0.14843480856488434
thetao,W20p0,0,25,0.14819368425340032,0.14819368425340032
so,W30p0,8,7,-0.14819247827946871,0.14819247827946871
thetao,W60p0,9,12,-0.148052728363419,0.148052728363419
thetao,W20p0,7,10,-0.14804763620410233,0.14804763620410233
thetao,W60p0,4,17,-0.14780227931909343,0.14780227931909343
so,W20p0,8,21,0.14753889949592228,0.14753889949592228
so,W30p0,2,7,0.14752181659598262,0.14752181659598262
so,W60p0,3,11,-0.14740516069321405,0.14740516069321405
thetao,W40p0,3,13,0.1471188404248479,0.1471188404248479
thetao,W20p0,0,11,0.14711122446768898,0.14711122446768898
so,W10p0,9,20,-0.14705467937783526,0.14705467937783526
thetao,W30p0,9,0,-0.14659460351106376,0.14659460351106376
thetao,W20p0,6,14,0.1465677032118929,0.1465677032118929
so,W10p0,2,2,0.1465402193839138,0.1465402193839138
so,W40p0,0,4,-0.1464893782210111,0.1464893782210111
thetao,W20p0,8,25,0.1462689690306386,0.1462689690306386
so,W40p0,3,21,-0.1461235974268986,0.1461235974268986
so,W20p0,2,6,0.14611114930755162,0.14611114930755162
